index,subject ,Q,A
129,住户,住户调查中，退休后续继续工作每月领取退休金但仍继续工作的领取工资收入的人员是否属于从业人员,属于从业人员。根据定义，从业人员是指在调查期内从事任何以获取报酬或经营收入为目的的生产经营和社会经济活动的人。对于离退休人员而言，只要其为了获取收入而继续从事工作（无论是否领取退休金、工作时间长短），均应视为“从业人员”。
130,住户,住户调查中，参加储蓄性保险返还现金如何处理？,"居民家庭参加储蓄性保险，每年交纳一定的保险本金，交付一定年限后，保险公司返还部分现金，对于返还部分现金记账时，若能分清保险本金和收益，就要记2笔账：将返回的本金计入借贷性所得中的“收回储蓄性保险本金”（参考编码：260411），将收益计入财产性收入中“储蓄性保险净收益”（参考编码：230311）；若不能分清，则先记入“收回储蓄性保险本金”，待全部本金收回后，增值部分收入记入“储蓄性保险净收益”。
在执行记账时，必须确保资金性质清晰，避免本息混淆。若单笔返还同时包含本金与收益，应依据协议约定或实际比例进行分摊。特别需要注意的是，如果返还款项中掺杂了非储蓄性质的理赔收入（如意外伤害赔付），该部分应作为“一次性赔偿所得”独立核算，不得与储蓄性本息混谈。此外，对于返还金额中涉及的利息调整或其他相关费用，也需严格按照财务规范进行合规化处理，以确保账目准确反映保险资产的回收及盈利状况。"
131,住户,住户调查中，充值的各种会员费如何记账？,"在住户调查中，充值的各类会员费用不应进行简单归类，而必须根据会员身份所对应的具体服务内容进行拆分记录。具体而言，以内容消费和身心健康为主的服务支出，如视频平台（爱奇艺、腾讯等）、数字阅读与音乐（网易云、喜马拉雅等）以及运动健身APP（Keep、咕咚等）的会员费，应当归入“教育文化娱乐”大类下的“其他文化娱乐服务”。
相比之下，旨在通过会员身份获取购物折扣、配送优惠或综合生活便利的服务支出，其性质更偏向于商业辅助服务。因此，天猫、京东、拼多多等购物网站的会员费，以及美团、饿了么等外卖餐饮平台的会员费，应统一记入“其他商品和服务”大类下的“其他杂项服务”。在记账过程中，应准确辨析平台的核心功能，确保消费支出能够真实反映家庭在文化生活与杂项生活服务上的不同投入结构。"
132,住户,住户调查中，出差自己垫钱后来公司报销费这笔钱怎么记账？,出差自己垫钱后来公司报销费不需要记账，属于单位或雇主的中间消耗。其他报销可能会被记入“单位或雇主实物福利报销所得”项（参考编码：210251），指就业的住户成员从工作单位或雇主处获得的福利性质的报销收入，如暖气费、医疗费、餐饮费、交通费等报销收入。但注意此项不包括因工作原因发生的差旅费、餐饮费、交通费等报销收入（属于单位或雇主的中间消耗，不用记账）。该项目在汇总时将自动计入工作单位或雇主得到的实物产品和服务。
133,住户,住户调查中，出售旧汽车15万元该怎么记账？,出售旧汽车15万元应被记入非收入所得中的“出售其他财物和收回其他投资本金所得”（参考编码：250191）指住户或住户成员出售除上述（出售住房所得、出售股票、基金、收藏品本金所得、出售股票、基金、收藏品溢价所得(含亏损)、出售生产性固定资产所得、拆迁征地补偿所得）以外的其他家庭资产所得到的款项或收回其他投资时所收回的本金。出售其他财物所得如出售家庭拥有的汽车、家用电器、家具、书报杂志以及其他废旧物品所得到的款项，也包括转让住户或住户成员拥有的专利、商标、版权、著作权、软件、债权等财产权益所得到的款项。收回其他投资本金如收回集资款原值等。
134,住户,住户调查中，收到村里赔偿的土地征补偿该如何记账?,村里赔偿的土地征补偿应被记入非收入所得-非经常性转移所得中的“一次性赔偿所得”（参考编码：250241）指住户或住户成员因受到财产损失、人身伤害、精神损失等获得的一次性赔偿，包括保险理赔和来自国家、单位、个人得其他责任赔款，如一次性支付的人身意外事故赔偿、财产损失赔偿、住院医疗赔偿、交通事故赔偿等。不包括商业养老保险返回的年金或按月支付的养老金（计入养老金和离退休金的“其他养老金”）。应一次性支付但由于种种原因实际分若干次支付的赔偿款也计入此项。
135,住户,住户调查中，村里有发放养老金给60周岁以上的老人，收到钱的老人应该怎么记账？,"针对村委会向60周岁以上老人发放养老金的记账流程，老人在收到款项后应将其归类为转移性收入中的“其他养老金”（记账编码：240191）。这一分类指国家或地方政府给予的城镇无保障老人的养老金，农村地区给超过一定年龄的居民发放的带有养老性质的生活补助以及征地主体（如政府、企业或村集体）给失地农民按月或按年发放的养老金等。还包括商业养老保险按月或按年给予保险受益人的养老金。
在具体操作过程中，老人应在到账当月将其作为现金收入如实记录，并严格区别于城乡居民基本养老保险等其他保险金。若发放形式为米、油等实物，需折合为等值现金计入；若涉及补发款项，应按实际到账时间一次性登记并在备注中说明。准确的记账不仅能清晰反映个人收入明细，还具有重要的统计意义，有助于政府通过“转移性收入”项下的数据汇总，评估老年人福利政策的执行成效。例如，在2025年的记账示例中，应明确记录日期、金额及“村里发放的60岁以上老人养老金”等备注信息，确保记录的规范性与准确性。"
136,住户,住户调查中，工作餐记帐户折算市场价为30元一餐，但是单位提供搭伙费后，每餐实际支付10元，这该怎么记账？,"在住户调查记账中，针对单位提供的优惠工作餐，当工作餐的市场价高于个人实际支付价时，这部分价差被视为单位发放的实物福利。
具体操作时，应将市场价与自付额之间的差额（即 $30 - 10 = 20$ 元）记录为“工资性收入”下的“单位或雇主实物福利报销所得”（参考编码：210251）。与此同时，在支出端，个人实际支付的 10 元应按实际用途记入“其他在外饮食”（参考编码：313211）。通过这种记账方式，可以真实反映劳动者的综合待遇水平。需要注意的是，如果单位完全免费提供工作餐，则应将 30 元全额记为补贴折价；若实际支付金额已达到或超过市场价，则无需记录补贴折价，仅按实记支出即可。"
137,住户,住户调查中，到饭店请客吃饭怎么记账？,"在住户调查中，饭店请客吃饭的支出需根据“目的导向”和“支出构成”进行精细化分类，确保消费数据不被误记或漏记。常规的亲友聚餐、社交请客应统一归类为“其他在外饮食”（参考编码：313211），记录金额需包含餐费、服务费及酒水。然而，若该次请客具有明确的礼仪目的——如婚丧嫁娶、满月酒或子女升学宴——则需将其全额转记为“婚丧嫁娶宴请支出”（参考编码：552511）。
在实际操作中，还需注意“账物分离”：若席间赠送了礼品，应按礼品种类（如烟酒、服装、电子产品）分别记入相应的消费项目，而非混入餐费。此外，这种分类方式旨在准确区分日常消费、人情往来为消费水平测算提供高质量数据支持。"
138,住户,住户调查中，滴滴司机开车的车子，拿去保养的花费怎么记？,滴滴司机在进行车辆保养时，相关支出应根据费用性质进行精细化分类记账，归为非农业生产经营费用中的“交通运输、仓储和邮政业”（参考编码：510611），指住户或住户成员从事交通运输、仓储和邮政业生产经营活动所支出的费用，不含个人所得税。
